平台,帖子ID,发布时间,负责人,项目,一级品线,二级品线,主题,形式,优质,链接,标题,缺失项
fb,122293802522222740,2026-05-09,黄莉莎,2026dealbox&PD,彩胶,纯色,开箱;口播,视频,,https://www.facebook.com/reel/854911680975245,"#beetlesgel Are you an aspiring nail tech… ready to master your skills? let’s build our skills together with our 1:1 online & in person skill mastery courses, DM to enroll. (this is to learn the artistry, not to get licensed.)

Are you looking for a bomb nail tech… outstanding customer service skills, comfortable environment and Unique Long-lasting nails?🩷 Let’s Pamper ourselves with One-Of-A-Kind nails🚨
• ✨Luxury at your fingertips✨ 
Custom reusable handmade acrylic press-ons shipped straight to you✈️ , complete with our @caseys_beauty_studio deluxe prep kit for 3+ weeks of flawless wear. 💅. Order Inquiries: 📲 When you DM, send: Length, shape, and inspo pics 💕 via DM & the number in my bio
•💕your nail dreams awaits you!💖
Schedule your luxurious nail appointment at 5151 Monroe st. Toledo, Oh; Suite 232✨
Allow yourself a Self Care day and treat yourself here at @caseys_beauty_studio where a luxury experience awaits you! Schedule an appointment today by clicking the link in my bio! 

•ALL PRODUCTS USED IN THIS VIDEO LINKED IN MY AMAZON STOREFRONT (bio) 
#caseysbeautystudio #toledonails #toledo #acrylicpressons toledoohionails toledonailtech toledoohionailsalon toledoohionailtech detroitnailtech detroitnails detroitgolf monroenailtech BirminghamDetroit northvillenails Bowlinggreennails grossepointe
 explorepage explore explorepagenails novinailtech nailsfyp rochesterhillsnails
419nailtech lucascounty  royaloaknails stClairshoresnails northwestohionails acrylicpressonnails @youngnailsinc @kupainc @makartt_official @beetlesgelpolish @dndgel",
ins,DYF1jXMu8My,2026-05-09,黄莉莎,2026dealbox&PD,彩胶,纯色,开箱;口播,视频,,https://www.instagram.com/p/DYF1jXMu8My/,"#beetlesgel Are you an aspiring nail tech… ready to master your skills? let’s build our skills together with our 1:1 online & in person skill mastery courses, DM to enroll. (this is to learn the artistry, not to get licensed.)

Are you looking for a bomb nail tech… outstanding customer service skills, comfortable environment and Unique Long-lasting nails?🩷 Let’s Pamper ourselves with One-Of-A-Kind nails🚨
• ✨Luxury at your fingertips✨ 
Custom reusable handmade acrylic press-ons shipped straight to you✈️ , complete with our @caseys_beauty_studio deluxe prep kit for 3+ weeks of flawless wear. 💅. Order Inquiries: 📲 When you DM, send: Length, shape, and inspo pics 💕 via DM & the number in my bio
•💕your nail dreams awaits you!💖
Schedule your luxurious nail appointment at 5151 Monroe st. Toledo, Oh; Suite 232✨
Allow yourself a Self Care day and treat yourself here at @caseys_beauty_studio where a luxury experience awaits you! Schedule an appointment today by clicking the link in my bio! 

•ALL PRODUCTS USED IN THIS VIDEO LINKED IN MY AMAZON STOREFRONT (bio) 
#caseysbeautystudio #toledonails #toledo #acrylicpressons toledoohionails toledonailtech toledoohionailsalon toledoohionailtech detroitnailtech detroitnails detroitgolf monroenailtech BirminghamDetroit northvillenails Bowlinggreennails grossepointe
 explorepage explore explorepagenails novinailtech nailsfyp rochesterhillsnails
419nailtech lucascounty  royaloaknails stClairshoresnails northwestohionails acrylicpressonnails @youngnailsinc @kupainc @makartt_official @beetlesgelpolish @dndgel",
ins,DYF1x9Lgo6E,2026-05-09,罗婧,KOL品线推广,彩胶,混合套组,做款;口播,视频,,https://www.instagram.com/p/DYF1x9Lgo6E/,"We have nails at home 💅🏼

*but if you don’t have nails at home let’s fix that! Let me know if you need links! Or you can find all of my at home nail supplies and product in the link in my bio 💛",
ins,DYFZpZqRW3w,2026-05-09,黄嘉丽,2026母亲节礼盒,彩胶,混合套组,开箱,视频,1,https://www.instagram.com/p/DYFZpZqRW3w/,"@beetlesgelpolish 

#maryammkamall #explore #beetlesgelpolish #fyp #explorepage",
ins,DYFzswvuxHM,2026-05-09,黄莉莎,2026dealbox&PD,彩胶,纯色,开箱;口播,视频,,https://www.instagram.com/p/DYFzswvuxHM/,"thank you @beetlesgelpolish @beetles_community 
ACRYLIC PRESS-ON ORDERS PLACED VIA DM, All custom, Worldwide shipping 
• Each set is handcrafted with a durable acrylic overlay and structured just as a full set of acrylics! 
Designed for reusability and fully customized to fit your unique nail bed for a seamless, professional salon-quality look 💅. Every order includes Free international shipping, a complete prep kit, and everything you need for 3+ weeks of wear and long-lasting retention. ✨ Press-On Nail Investment (Base Pricing)
French tips are available as an add-on for an additional $20.
* Toes: starting at $50
* Short: $55
* Medium: $65
* Long: $75
* XL: $85
* XXL: $100
* XXXL: $120

💎 Caseyoncé Swarovski Hand-Painted Freestyles
* Medium Length Freestyle: $150
* Long Length Freestyle: $200
* XL Length Freestyle: $300
* XXL Length Freestyle: $400
* XXXL Length Freestyle: $500
For inspiration-based designs or recreation sets, pricing will be provided upon review of your reference photos.

These press-on sets are a timeless investment, perfect for elevating your look again and again.

🛒 How to Place Your Order:
To begin your order, I will send you a Square invoice. Payment must be made in full before the design process begins. You will be able to securely pay your invoice using your card or Apple Pay.
Once your payment is completed:
1. I will collect your shipping information
2. You will send clear photos of your nails next to a quarter (for sizing) in good lighting
3. I will begin creating your custom set
4. Processing time is 14 days. Shipping takes 2–5 business days. (Rush orders for same-week delivery are available for an additional $60 quick processing fee)

#caseysbeautystudio #toledonails #toledo #beetlesgel #acrylicpressons toledoohionails toledonailtech toledoohionailsalon toledoohionailtech detroitnailtech detroitnails annarbornails monroenailtech monroenails detroitgolf  Bowlinggreennails northvillenails explorepage explore explorepagenails novinailtech nailsfyp rochesterhillsnails 
419nailtech lucascounty stClairshores  royaloaknails northwestohionails acrylicpressonnails",
ins,DYGKiFJRIgL,2026-05-09,高咏欣,2026母亲节礼盒,彩胶,混合套组,做款,视频,,https://www.instagram.com/p/DYGKiFJRIgL/,"Corre a comprar tu regalo para el día de las madres con @beetlesgelpolish ,código IVANIA10 para un 10% off",
ins,DYGVPxtJVFD,2026-05-09,罗婧,2026SummerVoyage,彩胶,特色胶,开箱;口播,视频,,https://www.instagram.com/p/DYGVPxtJVFD/,🪼🪼🪼#beetlesgelpolish #nails #unboxings #fyp,
ins,DYGYXCfs3Lw,2026-05-09,黄莉莎,KOL品线推广,彩胶,混合套组,做款,视频,,https://www.instagram.com/p/DYGYXCfs3Lw/,"Spring nails 

@beetlesgelpolish 

Link “ https://www.amazon.com/stores/page/D6170396-E6FD-4916-A285-92BFED245E8C?channel=PRO-nailsbymairin

Code “Promairin”

#nails #nailsnailsnails #nailsbymairin #nailinspo #nailsofinstagram",
ins,DYGvvDvOd8F,2026-05-09,罗婧,2026dealbox&PD,配件,美甲笔,开箱;口播,视频,,https://www.instagram.com/p/DYGvvDvOd8F/,"HEMA Allergies are so common now in days, don’t develop an allergy and use my code: ADELIANAIL for 10% off 🫶 link in my bio! 

#beetlesgelpolish #beetlesdealsbox 
#nailtech #smallbusiness #explore",
ins,DYGyBkXOh-q,2026-05-09,罗婧,2026dealbox&PD,配件,美甲笔,做款,视频,,https://www.instagram.com/p/DYGyBkXOh-q/,"🐬🐬🐬🐬 
using Beetles HEMA Free kit code: ADELIANAIL to save $$$ link in bio! 

#beetlesgelpolish #beetlesdealsbox #zaralarson #nails #nailtech",
tk,7637555057440967953,2026-05-09,李伊芸,2026母亲节礼盒,彩胶,混合套组,开箱;做款,视频,,https://www.tiktok.com/@createdbyhaneen/video/7637555057440967953,"Mother’s Day nails but make it fun & elegant 💐✨

Created this beautiful set using @BeetlesGelPolish and I’m obsessed with how simple yet detailed they turned out 💗

Use my code BYHANEEN10 for 10% off until 5/31 
Link in bio ✨

#beetlesgelpolish #beetlesmanitimewithmom #manitimewithmom #thetogetherjourney #nailcollab ",
tk,7637569911719578910,2026-05-09,罗惠仪,KOL品线推广,彩胶,透色,开箱,视频,,https://www.tiktok.com/@manis.by.maz/video/7637569911719578910,Thank you Beetles!! 💛 @BeetlesGelPolish #beetlesgelpolish #prhaul #unboxing #nailtech #fyp ,
tk,7637574327524658445,2026-05-09,周紫月,KOL品线推广,假指甲,预构建甲片套组,开箱,视频,,https://www.tiktok.com/@alecnysduany/video/7637574327524658445,#tiktokshop #beetlesgel #beetlesnails #nails💅 uñas fácil desde casa obtenlo aquí en mi carrito 😙,
tk,7637581023592713494,2026-05-09,黄嘉丽,KOL品线推广,彩胶初学者套装,四指灯套装,做款,视频,,https://www.tiktok.com/@mariane_mkl/video/7637581023592713494,"1 Day 1 Design💅🏻 | Greece Edition  🇬🇷🍋 | Tell me j’ajoute quels pays dans le cup mes starsss🫣 |

#nailarttutorial #fruitnails #summernails #greece #pourtoii 
 ",
tk,7637582091491757326,2026-05-09,罗惠仪,KOL品线推广,彩胶,透色,开箱;口播,视频,,https://www.tiktok.com/@nails.with.cheyenne3/video/7637582091491757326,I’m so excited!! Can’t wait to collab with @BeetlesGelPolish #unboxingvideo #nailtechvideos #fyp #nailtech ,
tk,7637590305243483423,2026-05-09,李伊芸,KOL品线推广,彩胶初学者套装,鼠标灯套装,开箱,视频,,https://www.tiktok.com/@kamisickels_/video/7637590305243483423,@BeetlesGelPolish spoiled me with this set! I’ve been a neutral nail girlie recently so this set was PERFECT 🤎 #beetlesgelpolish #beetlesgelkit #hemafreegel #neutralgelpolish #manicureessentialsgift ,
tk,7637597326596377869,2026-05-09,周紫月,KOL品线推广,假指甲,预构建甲片,做款;口播;教程,视频,,https://www.tiktok.com/@khloegracee/video/7637597326596377869,i think these ateee🙂‍↕️🖤@Beetles Nail Boutique #creatorsearchinsights #gelxnails #nailart #nailsdesign #newnails ,
tk,7637599095112092935,2026-05-09,李伊芸,KOL品线推广,穿戴甲,穿戴甲款式,做款;口播,视频,,https://www.tiktok.com/@autumnnggrwm/video/7637599095112092935,do my press on nails with me! thank you @BeetlesGelPolish use code AUTUMNN10 for $$ off! #pressonnails #pressons #domynailswithme #athomenails #easynails ,
tk,7637624958834789645,2026-05-09,周紫月,KOL品线推广,假指甲,预构建甲片套组,教程,视频,,https://www.tiktok.com/@alecnysduany/video/7637624958834789645,"#beetlesgel
#beetlesnails #tiktokshopcreator #nailkit #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii este kits de uñas te ayudará mucho a mantener tus manos hermosas desde casa 💅🏽❤️",
tk,7637629500657896735,2026-05-09,何嘉怡,KOL品线推广,假指甲,预构建甲片套组,开箱;口播,视频,,https://www.tiktok.com/@jennydanaus01/video/7637629500657896735,Kit completo de @Beetles GelPolish para hacerte las uñas de gel !! #uñasgel #beetlesgelpolish #uñasencasa #manicure #tiktokshopcreatorpicks ,
tk,7637634974677519647,2026-05-09,罗惠仪,2026dealbox&PD,彩胶,纯色,开箱;做款,视频,,https://www.tiktok.com/@setsbysun/video/7637634974677519647,thank you sm! @Beetles Nail Boutique  #CapCut #watchmework #nailday #frenchtips #nailtok ,
tk,7637642947470576926,2026-05-09,何嘉怡,2026dealbox&PD,配件,美甲灯,做款;成品展示,视频,,https://www.tiktok.com/@khaileyyancha/video/7637642947470576926,"~ mother's day nails 💅🏼

i am SO happy i got to do my moms nails while she was here visiting! 💜she chose a simple design using the color 'Nc772' for the base and the gold moon + star stickies that came with the kit ✨

link in bio for all products used AND u can use KHAILEY10 for 10% off 🫶🏽 
@BeetlesGelPolish 

#beetlesgelpolish #primedaynails #nailsathome #meowgicnaillamp #beetlesnails ",
tk,7637696017021930765,2026-05-09,林盈盈,2026dealbox&PD,配件,预构建甲片套组,开箱,视频,,https://www.tiktok.com/@tlnaildit/video/7637696017021930765,"Beetles Unboxing: ASMR Edition!
@BeetlesGelPolish 
Code: TLNAILDIT10 (10% OFF on Beetles Amazon Store)

#Beetlesgelpolish #BeetlesDealsBox #paidpartner ",
tk,7637700072133676318,2026-05-09,周紫月,KOL品线推广,假指甲,预构建甲片套组,开箱,视频,,https://www.tiktok.com/@yajipsi/video/7637700072133676318,"Salon-quality nails at home 💅✨
The Beetles GEL POLISH TIPEX Lite Kit makes DIY nail extensions fast, easy, and long-lasting! Featuring innovative pre-building sculpted acrylic tips, nail glue gel, and a UV light for a flawless finish that stays beautiful for weeks. 💖

✔ 256 pcs / 16 sizes for the perfect fit
✔ Lightweight, natural-looking nail tips
✔ Strong & durable long-lasting wear
✔ No-wipe nail glue gel included
✔ Easy UV curing for salon results at home
✔ Beginner-friendly nail extension kit

Create stunning everyday nails or glam nail art looks anytime! ✨ #fyp #athome #Gelnails #uvnails #kit ",
tk,7637702472353451295,2026-05-09,周紫月,2026dealbox&PD,彩胶初学者套装,四指灯套装,开箱,视频,,https://www.tiktok.com/@yajipsi/video/7637702472353451295,"Your ultimate at-home nail salon is here 💅✨
The Beetles GEL POLISH All-In-1 Mani Kit comes with 32 gorgeous gel polish colors + a UV light so you can create endless nail looks from home! From everyday neutrals to bold trendy shades, this kit has everything you need for flawless, long-lasting manicures. 🌈💖

✔ 32 vibrant gel polish colors
✔ UV light included for quick curing
✔ Long-lasting glossy finish
✔ Perfect for beginners & nail lovers
✔ Great for DIY manicures & nail art
✔ Salon-quality results at home

Get creative and switch up your nails anytime without the salon appointment 💅✨ #nailkit #kit #uvlight #fyp #athome ",
tk,7637705087388863775,2026-05-09,周紫月,2026dealbox&PD,彩胶初学者套装,四指灯套装,开箱,视频,,https://www.tiktok.com/@yajipsi/video/7637705087388863775,"DEAL BOXBeetles®GEL POLISH
All-In-1 Mani Kit
32 Colors GelNail Polish #gelnailsathome #uvlight #fyp #athome #kit ",
tk,7637707606693285150,2026-05-09,黄莉莎,KOL品线推广,穿戴甲,UV穿戴甲,开箱;教程,视频,,https://www.tiktok.com/@glam.byrosh/video/7637707606693285150,"so lucky that @BeetlesGelPolish sent me their Lite Express Kit!! it has everything you need for repeat press-on sets, the square French tips are so cute and professional too!!

#beetlesgelpolish #pressonnails #pressonnailstutorial #frenchtipnails #amazonpressonnails ",
tk,7637715657643085087,2026-05-09,何嘉怡,2026母亲节礼盒,彩胶,混合套组,口播,视频,,https://www.tiktok.com/@schantalkarin/video/7637715657643085087,Update de uñitas | La vida me está obligando a hacerme uñas aburridas 🦦,
tk,7637719643284655391,2026-05-09,周紫月,KOL品线推广,款式创作,拍拍胶套组,教程,视频,,https://www.tiktok.com/@beautyby.maryy/video/7637719643284655391,How to hide your nail beds when coating your base color 🩵 ☆ #702nails #nailinspo #vegasnailtech #nailtechproblems ,
tk,7637725602958593287,2026-05-09,黄莉莎,KOL品线推广,配件,美甲灯,开箱;创意,视频,,https://www.tiktok.com/@carovaladez_nt/video/7637725602958593287,"Decorar mi lámpara ha sido de lo más relajante que he hecho  últimamente 🥹🙆🏻‍♀️ Es la Candy Lamp de @BeetlesGelPolish y siiii, viene con todos esos charms grandes para decorarla🍓✨ si te gustó, tienes el link en mi perfil 🤓 ¿harías lo mismo con la tuya? #beetlescandylamp #candynaillamp #naillamp #nailtechlife #nailpr ",
tk,7637907956788514062,2026-05-09,罗惠仪,KOL品线推广,彩胶,透色,开箱;口播,视频,,https://www.tiktok.com/@glossed.by.liv/video/7637907956788514062,thank you @BeetlesGelPolish ! #utahnailtech #smallbusiness #unboxing #beetlesgelpolish ,
fb,1576327211161183,2026-05-08,李伊芸,KOL品线推广,配件,美甲笔,做款;口播,视频,,https://www.facebook.com/reel/1505886087662888,"nail day has never looked better 💞🍬

Products used:
@beetlesgelpolish Sheer Daylight 20 Colors Gel Nail Kit

Amazon Storefront 🔗
https://www.amazon.com/shop/lanys.makeup/list/1ES8DN68J56KM?ref_=aipsflist

#beetlesgelpolish #nailtech #beginnernailtech #beginnernails #nailsathome",
ins,DYC1_Azp4bJ,2026-05-08,李伊芸,KOL品线推广,配件,美甲笔,做款;口播,视频,,https://www.instagram.com/p/DYC1_Azp4bJ/,"nail day has never looked better 💞🍬

Products used:
@beetlesgelpolish Sheer Daylight 20 Colors Gel Nail Kit

Amazon Storefront 🔗
https://www.amazon.com/shop/lanys.makeup/list/1ES8DN68J56KM?ref_=aipsflist

#beetlesgelpolish #nailtech #beginnernailtech #beginnernails #nailsathome",
ins,DYD-Ac0ND3B,2026-05-08,何嘉怡,2026美甲灯,配件,预构建甲片套组,开箱;做款;成品展示,视频,,https://www.instagram.com/p/DYD-Ac0ND3B/,"Thanks @beetlesgelpolish for the amazing products ❤️🫶🏻
“Shop on Amazon & use my code TPTRACY10 for 10% off!” 
#Beetlesgelpolish #BeetlesTipexLite #Almondnails #beetlesnailnook #beetlesmeowgiclamp meowgicnaillamp",
ins,DYFO-1RRF8o,2026-05-08,黄嘉丽,KOL品线推广,彩胶,预构建甲片套组,开箱;口播,视频,,https://www.instagram.com/p/DYFO-1RRF8o/,"Dive into summer vibes with these fun ocean-inspired nails!🥰 💜🩷💙💚🐚🪸

Using @beetlesgelpolish 
✨Ocean Odyssey 25 Colors Summer Gel Polish Kit
✨Beetles Tipex Lite Nail Tips Kit

🌟Products link in Bio
🌟Use BTJUET10 to save 💰

#beetlesgelpolish #summernails #nailarttutorial #nailinspo #nailideas 

Nail Style Nail Trends Cute Nails DIY glitter nails neon nails vacation nails 3D charm ocean-theme nails",
tk,7637189873450880269,2026-05-08,李伊芸,KOL品线推广,配件,美甲笔,做款;口播,视频,,https://www.tiktok.com/@_.lanysss/video/7637189873450880269,"nail day has never looked better 💞🍬

Products used:
@BeetlesGelPolish Sheer Daylight 20 Colors Gel Nail Kit

Amazon Storefront 🔗
https://www.amazon.com/shop/lanys.makeup/list/1ES8DN68J56KM?ref_=aipsflist

#beetlesgelpolish #nailtech #beginnernailtech #beginnernails #nailsathome",
